Date,Adj Close,Close,High,Low,Open,Volume
2026-01-01,26146.55078125,26146.55078125,26197.55078125,26113.400390625,26173.30078125,425600
2026-01-02,26328.55078125,26328.55078125,26340.0,26118.400390625,26155.099609375,357500
2026-01-05,26250.30078125,26250.30078125,26373.19921875,26210.05078125,26333.69921875,338800
2026-01-06,26178.69921875,26178.69921875,26273.94921875,26124.75,26189.69921875,383000
2026-01-07,26140.75,26140.75,26187.150390625,26067.900390625,26143.099609375,338200
2026-01-08,25876.849609375,25876.849609375,26133.19921875,25858.44921875,26106.5,328500
2026-01-09,25683.30078125,25683.30078125,25940.599609375,25623.0,25840.400390625,348800
2026-01-12,25790.25,25790.25,25813.150390625,25473.400390625,25669.05078125,275800
2026-01-13,25732.30078125,25732.30078125,25899.80078125,25603.30078125,25897.349609375,339500
2026-01-14,25665.599609375,25665.599609375,25791.75,25603.94921875,25648.55078125,393100
2026-01-16,25694.349609375,25694.349609375,25873.5,25662.400390625,25696.05078125,434000
2026-01-19,25585.5,25585.5,25653.30078125,25494.349609375,25653.099609375,443100
2026-01-20,25232.5,25232.5,25585.0,25171.349609375,25580.30078125,409800
2026-01-21,25157.5,25157.5,25300.94921875,24919.80078125,25141.0,395600
2026-01-22,25289.900390625,25289.900390625,25435.75,25168.5,25344.150390625,486400
2026-01-23,25048.650390625,25048.650390625,25347.94921875,25025.30078125,25344.599609375,393900
2026-01-27,25175.400390625,25175.400390625,25246.650390625,24932.55078125,25063.349609375,618700
2026-01-28,25342.75,25342.75,25372.099609375,25187.650390625,25258.849609375,574900
2026-01-29,25418.900390625,25418.900390625,25458.150390625,25159.80078125,25345.0,582400
2026-01-30,25320.650390625,25320.650390625,25370.69921875,25213.650390625,25247.55078125,508400
2026-02-02,25088.400390625,25088.400390625,25108.099609375,24679.400390625,24796.5,449200
2026-02-03,25727.55078125,25727.55078125,26341.19921875,25641.30078125,26308.05078125,637300
2026-02-04,25776.0,25776.0,25818.55078125,25563.94921875,25675.05078125,429800
2026-02-05,25642.80078125,25642.80078125,25757.650390625,25579.5,25755.900390625,343800
2026-02-06,25693.69921875,25693.69921875,25703.94921875,25491.900390625,25605.80078125,375500
2026-02-09,25867.30078125,25867.30078125,25922.25,25780.900390625,25888.69921875,359400
2026-02-10,25935.150390625,25935.150390625,25989.44921875,25870.44921875,25922.650390625,460900
2026-02-11,25953.849609375,25953.849609375,26009.400390625,25899.80078125,25997.44921875,331400
2026-02-12,25807.19921875,25807.19921875,25906.69921875,25752.400390625,25906.69921875,419400
2026-02-13,25471.099609375,25471.099609375,25630.349609375,25444.30078125,25571.150390625,453500
2026-02-16,25682.75,25682.75,25697.0,25372.69921875,25423.599609375,275800
2026-02-17,25725.400390625,25725.400390625,25764.400390625,25570.30078125,25637.94921875,344100
2026-02-18,25819.349609375,25819.349609375,25828.05078125,25645.150390625,25752.650390625,310200
2026-02-19,25454.349609375,25454.349609375,25885.30078125,25388.75,25873.349609375,298200
2026-02-20,25571.25,25571.25,25663.55078125,25379.75,25406.55078125,296600
2026-02-23,25713.0,25713.0,25771.44921875,25609.349609375,25678.400390625,313700
2026-02-24,25424.650390625,25424.650390625,25641.80078125,25327.599609375,25641.80078125,439100
2026-02-25,25482.5,25482.5,25652.599609375,25428.19921875,25512.599609375,414200
2026-02-26,25496.55078125,25496.55078125,25572.94921875,25400.94921875,25556.30078125,405200
2026-02-27,25178.650390625,25178.650390625,25476.400390625,25141.30078125,25459.849609375,438900
2026-03-02,24865.69921875,24865.69921875,24989.349609375,24603.5,24659.25,519200
2026-03-04,24480.5,24480.5,24602.44921875,24305.400390625,24388.80078125,599000
2026-03-05,24765.900390625,24765.900390625,24854.19921875,24529.400390625,24615.94921875,504300
2026-03-06,24450.44921875,24450.44921875,24700.900390625,24415.75,24656.400390625,433400
2026-03-09,24028.05078125,24028.05078125,24078.150390625,23697.80078125,23868.05078125,526900
2026-03-10,24261.599609375,24261.599609375,24303.80078125,24079.94921875,24280.80078125,444300
2026-03-11,23866.849609375,23866.849609375,24299.0,23834.30078125,24231.849609375,407400
2026-03-12,23639.150390625,23639.150390625,23833.150390625,23556.30078125,23674.849609375,501000
2026-03-13,23151.099609375,23151.099609375,23492.400390625,23112.0,23462.5,519800
2026-03-16,23408.80078125,23408.80078125,23502.0,22955.25,23116.099609375,540300
2026-03-17,23581.150390625,23581.150390625,23656.80078125,23346.599609375,23493.19921875,458800
2026-03-18,23777.80078125,23777.80078125,23862.25,23618.44921875,23632.900390625,382900
2026-03-19,23002.150390625,23002.150390625,23378.69921875,22930.349609375,23197.75,550100
2026-03-20,23114.5,23114.5,23345.150390625,23067.599609375,23110.150390625,663300
2026-03-23,22512.650390625,22512.650390625,22851.69921875,22471.25,22824.349609375,550300
2026-03-24,22912.400390625,22912.400390625,23057.30078125,22624.19921875,22878.44921875,538100
2026-03-25,23306.44921875,23306.44921875,23465.349609375,23063.19921875,23064.400390625,505400
2026-03-27,22819.599609375,22819.599609375,23186.099609375,22804.55078125,23173.55078125,612600
2026-03-30,22331.400390625,22331.400390625,22714.099609375,22283.849609375,22549.650390625,698600
2026-04-01,22679.400390625,22679.400390625,22941.30078125,22618.599609375,22899.0,518000
2026-04-02,22713.099609375,22713.099609375,22782.30078125,22182.55078125,22383.400390625,495100
2026-04-06,22968.25,22968.25,22998.349609375,22542.94921875,22780.30078125,426400
2026-04-07,23123.650390625,23123.650390625,23153.849609375,22719.30078125,22838.69921875,477000
2026-04-08,23997.349609375,23997.349609375,24025.150390625,23828.5,23855.150390625,639300
2026-04-09,23775.099609375,23775.099609375,23990.75,23682.80078125,23909.05078125,466600
2026-04-10,24050.599609375,24050.599609375,24074.05078125,23856.349609375,23880.55078125,481300
2026-04-13,23842.650390625,23842.650390625,23907.400390625,23555.599609375,23589.599609375,488800
2026-04-15,24231.30078125,24231.30078125,24280.900390625,24145.80078125,24163.80078125,460300
2026-04-16,24196.75,24196.75,24400.94921875,24102.80078125,24385.19921875,508000
2026-04-17,24353.55078125,24353.55078125,24371.900390625,24096.05078125,24165.900390625,498600
