Date,Adj Close,Close,High,Low,Open,Volume
2026-01-01,85188.6015625,85188.6015625,85451.703125,85101.5234375,85255.546875,20600
2026-01-02,85762.0078125,85762.0078125,85812.2734375,85068.8828125,85259.359375,17900
2026-01-05,85439.6171875,85439.6171875,85883.5,85315.328125,85640.046875,12600
2026-01-06,85063.34375,85063.34375,85397.78125,84900.1015625,85331.140625,23300
2026-01-07,84961.140625,84961.140625,85075.9921875,84617.4921875,84620.3984375,19200
2026-01-08,84180.9609375,84180.9609375,84965.2734375,84110.1015625,84778.0234375,26300
2026-01-09,83576.2421875,83576.2421875,84406.21875,83402.28125,84022.09375,12500
2026-01-12,83878.171875,83878.171875,83962.328125,82861.0703125,83435.3125,9300
2026-01-13,83627.6875,83627.6875,84258.03125,83262.7890625,84079.3203125,14200
2026-01-14,83382.7109375,83382.7109375,83809.9765625,83185.203125,83358.5390625,14100
2026-01-16,83570.3515625,83570.3515625,84134.96875,83456.5,83670.7890625,22800
2026-01-19,83246.1796875,83246.1796875,83539.9296875,82898.3125,83494.4921875,14200
2026-01-20,82180.46875,82180.46875,83254.28125,82010.578125,83207.3828125,13000
2026-01-21,81909.6328125,81909.6328125,82407.046875,81124.453125,81794.6484375,13200
2026-01-22,82307.3671875,82307.3671875,82783.1796875,81874.390625,82459.65625,26500
2026-01-23,81537.703125,81537.703125,82516.2734375,81471.8203125,82335.9375,19700
2026-01-27,81857.4765625,81857.4765625,82084.921875,81088.59375,81436.7890625,27000
2026-01-28,82344.6796875,82344.6796875,82503.96875,81814.75,81892.359375,33200
2026-01-29,82566.3671875,82566.3671875,82689.9609375,81707.9375,82368.9609375,23500
2026-01-30,82269.78125,82269.78125,82430.8203125,81941.03125,81947.3125,13900
2026-02-02,81666.4609375,81666.4609375,81732.25,80387.25,80555.6796875,12300
2026-02-03,83739.1328125,83739.1328125,85871.7265625,83501.21875,85323.203125,19800
2026-02-04,83817.6875,83817.6875,83947.53125,83119.953125,83252.0625,19900
2026-02-05,83313.9296875,83313.9296875,83784.171875,83151.6171875,83757.5390625,25000
2026-02-06,83580.3984375,83580.3984375,83612.1171875,82925.3515625,83249.3203125,16100
2026-02-09,84065.75,84065.75,84314.6796875,83860.421875,84177.5078125,14600
2026-02-10,84273.921875,84273.921875,84482.953125,84063.46875,84210.0,45500
2026-02-11,84233.640625,84233.640625,84487.34375,84081.25,84339.1484375,23900
2026-02-12,83674.921875,83674.921875,84061.6171875,83516.671875,83968.4296875,36800
2026-02-13,82626.7578125,82626.7578125,83079.703125,82534.546875,82902.7265625,30200
2026-02-16,83277.1484375,83277.1484375,83333.4921875,82276.953125,82480.3984375,33800
2026-02-17,83450.9609375,83450.9609375,83598.0,82987.4296875,83197.671875,13400
2026-02-18,83734.25,83734.25,83770.046875,83163.6171875,83553.59375,20800
2026-02-19,82498.140625,82498.140625,83979.359375,82264.203125,83969.8203125,13400
2026-02-20,82814.7109375,82814.7109375,83132.078125,82206.2109375,82272.4921875,19600
